24,500, 0.020760
24,1000, 0.027918
24,1500, 0.057746
24,2000, 0.098799
24,2500, 0.151688
24,3000, 0.215843
24,3500, 0.291724
24,4000, 0.378085
24,4500, 0.477980
24,5000, 0.602666
24,5500, 0.913318
24,6000, 0.858594
24,6500, 1.010335
24,7000, 1.165975
24,7500, 1.349492
24,8000, 1.717449
24,8500, 1.905616
24,9000, 1.923634
24,9500, 2.334429
24,10000, 2.562646
24,10500, 2.615555
24,11000, 3.070136
24,11500, 3.319177
24,12000, 3.614699
24,12500, 3.906450
24,13000, 4.009735
24,13500, 4.332348
24,14000, 4.849845
24,14500, 5.228814
24,15000, 5.552996
24,15500, 5.924740
24,16000, 6.502585
24,16500, 7.291774
24,17000, 8.256458
24,17500, 7.705646
24,18000, 7.912859
24,18500, 8.344665
24,19000, 10.879504
24,19500, 17.874306
24,20000, 23.469841
