500, 0.000396
501, 0.000198
502, 0.000196
503, 0.000196
504, 0.000196
505, 0.000197
506, 0.000198
507, 0.000229
508, 0.000200
509, 0.000204
510, 0.000201
511, 0.000202
512, 0.000203
513, 0.000203
514, 0.000204
515, 0.000205
516, 0.000206
517, 0.000206
518, 0.000210
519, 0.000209
520, 0.000209
521, 0.000210
522, 0.000211
523, 0.000211
524, 0.000212
525, 0.000213
526, 0.000222
527, 0.000218
528, 0.000217
529, 0.000225
530, 0.000218
531, 0.000218
532, 0.000219
533, 0.000220
534, 0.000221
535, 0.000221
536, 0.000225
537, 0.000223
538, 0.000224
539, 0.000225
540, 0.000226
541, 0.000226
542, 0.000227
543, 0.000228
544, 0.000232
545, 0.000233
546, 0.000231
547, 0.000232
548, 0.000232
549, 0.000233
550, 0.000234
551, 0.000235
552, 0.000235
553, 0.000237
554, 0.000240
555, 0.000238
556, 0.000239
557, 0.000240
558, 0.000241
559, 0.000242
560, 0.000243
561, 0.000258
562, 0.000246
563, 0.000249
564, 0.000247
565, 0.000247
566, 0.000248
567, 0.000249
568, 0.000250
569, 0.000251
570, 0.000252
571, 0.000252
572, 0.000256
573, 0.000255
574, 0.000255
575, 0.000256
576, 0.000263
577, 0.000259
578, 0.000259
579, 0.000259
580, 0.000261
581, 0.000264
582, 0.000262
583, 0.000263
584, 0.000264
585, 0.000265
586, 0.000266
587, 0.000267
588, 0.000268
589, 0.000268
590, 0.000272
591, 0.000271
592, 0.000284
593, 0.000286
594, 0.000274
595, 0.000274
596, 0.000275
597, 0.000276
598, 0.000277
599, 0.000281
600, 0.000280
601, 0.000282
602, 0.000281
603, 0.000282
604, 0.000283
605, 0.000284
606, 0.000299
607, 0.000287
608, 0.000290
609, 0.000288
610, 0.000291
611, 0.000290
612, 0.000290
613, 0.000291
614, 0.000292
615, 0.000293
616, 0.000294
617, 0.000298
618, 0.000296
619, 0.000304
620, 0.000299
621, 0.000299
622, 0.000300
623, 0.000301
624, 0.000302
625, 0.000314
626, 0.000305
627, 0.000305
628, 0.000309
629, 0.000307
630, 0.000308
631, 0.000309
632, 0.000313
633, 0.000312
634, 0.000312
635, 0.000313
636, 0.000314
637, 0.000318
638, 0.000316
639, 0.000317
640, 0.000318
641, 0.000319
642, 0.000320
643, 0.000320
644, 0.000322
645, 0.000330
646, 0.000328
647, 0.000325
648, 0.000326
649, 0.000327
650, 0.000328
651, 0.000329
652, 0.000330
653, 0.000330
654, 0.000332
655, 0.000336
656, 0.000335
657, 0.000351
658, 0.000337
659, 0.000337
660, 0.000339
661, 0.000339
662, 0.000340
663, 0.000341
664, 0.000346
665, 0.000344
666, 0.000345
667, 0.000345
668, 0.000346
669, 0.000351
670, 0.000349
671, 0.000350
672, 0.000350
673, 0.000355
674, 0.000353
675, 0.000354
676, 0.000355
677, 0.000356
678, 0.000357
679, 0.000358
680, 0.000373
681, 0.000360
682, 0.000365
683, 0.000363
684, 0.000363
685, 0.000364
686, 0.000366
687, 0.000366
688, 0.000368
689, 0.000382
690, 0.000371
691, 0.000381
692, 0.000372
693, 0.000376
694, 0.000375
695, 0.000375
696, 0.000376
697, 0.000377
698, 0.000379
699, 0.000379
700, 0.000384
701, 0.000385
702, 0.000388
703, 0.000384
704, 0.000385
705, 0.000386
706, 0.000387
707, 0.000388
708, 0.000389
709, 0.000393
710, 0.000392
711, 0.000396
712, 0.000403
713, 0.000395
714, 0.000397
715, 0.000397
716, 0.000398
717, 0.000399
718, 0.000404
719, 0.000402
720, 0.000407
721, 0.000420
722, 0.000406
723, 0.000407
724, 0.000408
725, 0.000408
726, 0.000410
727, 0.000414
728, 0.000412
729, 0.000416
730, 0.000415
731, 0.000419
732, 0.000417
733, 0.000417
734, 0.000419
735, 0.000420
736, 0.000424
737, 0.000423
738, 0.000428
739, 0.000425
740, 0.000425
741, 0.000436
742, 0.000428
743, 0.000429
744, 0.000430
745, 0.000435
746, 0.000433
747, 0.000437
748, 0.000435
749, 0.000436
